FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200731;1800;256;;;
200731;1900;313;;;
200731;2000;283;;;
200731;2100;179;;;
200731;2200;357;;;
200731;2300;309;;;
200801;0000;218;;;
200801;0100;40;;;
200801;0200;134;;;
200801;0300;82;;;
200801;0400;96;;;
200801;0500;76;;;
200801;0600;70;;;
200801;0700;105;;;
200801;0800;146;;;
200801;0900;69;;;
200801;1000;70;;;
200801;1100;51;;;
200801;1200;70;;;
200801;1300;11;;;
200801;1400;22;;;
200801;1500;55;;;
200801;1600;98;;;
200801;1700;85;;;
200801;1800;32;;;
200801;1900;24;;;
200801;2000;31;;;
200801;2100;40;;;
200801;2200;52;;;
200801;2300;34;;;
200802;0000;44;;;
200802;0100;40;;;
200802;0200;41;;;
200802;0300;37;;;
200802;0400;20;;;
200802;0500;17;;;
200802;0600;5;;;
200802;0700;18;;;
200802;0800;24;;;
200802;0900;16;;;
200802;1000;19;;;
200802;1100;20;;;
200802;1200;44;;;
200802;1300;33;;;
200802;1400;24;;;
200802;1500;40;;;
200802;1600;84;;;
200802;1700;108;;;
200802;1800;298;;;
200802;1900;292;;;
200802;2000;233;;;
200802;2100;68;;;
200802;2200;115;;;
200802;2300;243;;;
200803;0000;211;;;
200803;0100;61;;;
200803;0200;48;;;
200803;0300;26;;;
200803;0400;26;;;
200803;0500;17;;;
200803;0600;28;;;
200803;0700;73;;;
200803;0800;101;;;
200803;0900;51;;;
200803;1000;46;;;
200803;1100;57;;;
200803;1200;34;;;
200803;1300;26;;;
200803;1400;33;;;
200803;1500;18;;;
200803;1600;22;;;
200803;1700;45;;;
200803;1800;37;;;
200803;1900;40;;;
200803;2000;55;;;
200803;2100;28;;;
200803;2200;61;;;
200803;2300;41;;;
200804;0000;29;;;
200804;0100;14;;;
200804;0200;23;;;
200804;0300;12;;;
200804;0400;13;;;
200804;0500;8;;;
200804;0600;2;;;
200804;0700;70;;;
200804;0800;85;;;
200804;0900;27;;;
200804;1000;13;;;
200804;1100;23;;;
200804;1200;14;;;
200804;1300;24;;;
200804;1400;24;;;
200804;1500;;;22;
200804;1600;56;;;
200804;1700;88;;;
200804;1800;127;;;
200804;1900;99;;;
200804;2000;274;;;
200804;2100;344;;;
200804;2200;111;;;
200804;2300;208;;;
200805;0000;416;;;
200805;0100;369;;;
200805;0200;205;;;
200805;0300;183;;;
200805;0400;69;;;
200805;0500;39;;;
200805;0600;49;;;
200805;0700;59;;;
200805;0800;122;;;
200805;0900;188;;;
200805;1000;80;;;
200805;1100;147;;;
200805;1200;54;;;
200805;1300;46;;;
200805;1400;33;;;
200805;1500;43;;;
200805;1600;37;;;
200805;1700;63;;;
200805;1800;58;;;
200805;1900;70;;;
200805;2000;159;;;
200805;2100;52;;;
200805;2200;42;;;
200805;2300;19;;;
200806;0000;21;;;
200806;0100;17;;;
200806;0200;7;;;
200806;0300;8;;;
200806;0400;11;;;
200806;0500;7;;;
200806;0600;4;;;
200806;0700;3;;;
200806;0800;23;;;
200806;0900;21;;;
200806;1000;31;;;
200806;1100;24;;;
200806;1200;20;;;
200806;1300;45;;;
200806;1400;54;;;
200806;1500;32;;;
200806;1600;34;;;
200806;1700;59;;;
200806;1800;41;;;
200806;1900;184;;;
200806;2000;37;;;
200806;2100;140;;;
200806;2200;61;;;
200806;2300;73;;;
200807;0000;81;;;
200807;0100;16;;;
200807;0200;12;;;
200807;0300;22;;;
200807;0400;45;;;
200807;0500;38;;;
200807;0600;102;;;
200807;0700;50;;;
200807;0800;79;;;
200807;0900;27;;;
200807;1000;28;;;
200807;1100;20;;;
200807;1200;45;;;
200807;1300;49;;;
200807;1400;47;;;
200807;1500;32;;;
200807;1600;35;;;
200807;1700;93;;;
200807;1800;202;;;
200807;1900;128;;;
200807;2000;140;;;
200807;2100;87;;;
200807;2200;69;;;
200807;2300;91;;;
200808;0000;37;;;
200808;0100;27;;;
200808;0200;22;;;
200808;0300;23;;;
200808;0400;30;;;
200808;0500;14;;;
200808;0600;42;;;
200808;0700;19;;;
200808;0800;28;;;
200808;0900;100;;;
200808;1000;22;;;
200808;1100;23;;;
200808;1200;18;;;
200808;1300;17;;;
200808;1400;24;;;
200808;1500;26;;;
200808;1600;36;;;
200808;1700;63;;;
200808;1800;103;;;
200808;1900;145;;;
200808;2000;346;;;
200808;2100;242;;;
200808;2200;73;;;
200808;2300;226;;;
200809;0000;84;;;
200809;0100;129;;;
200809;0200;114;;;
200809;0300;131;;;
200809;0400;132;;;
200809;0500;72;;;
200809;0600;58;;;
200809;0700;35;;;
200809;0800;63;;;
200809;0900;110;;;
200809;1000;55;;;
200809;1100;57;;;
200809;1200;57;;;
200809;1300;;;;
200809;1400;;;;
200809;1500;20;;;
200809;1600;21;;;
200809;1700;37;;;
200809;1800;99;;;
200809;1900;63;;;
200809;2000;55;;;
200809;2100;46;;;
200809;2200;66;;;
200809;2300;71;;;
200810;0000;34;;;
200810;0100;32;;;
200810;0200;21;;;
200810;0300;22;;;
200810;0400;11;;;
200810;0500;10;;;
200810;0600;9;;;
200810;0700;19;;;
200810;0800;30;;;
200810;0900;28;;;
200810;1000;19;;;
200810;1100;10;;;
200810;1200;18;;;
200810;1300;18;;;
200810;1400;28;;;
200810;1500;26;;;
200810;1600;31;;;
200810;1700;35;;;
200810;1800;28;;;
200810;1900;29;;;
200810;2000;42;;;
200810;2100;34;;;
200810;2200;24;;;
200810;2300;12;;;
200811;0000;9;;;
200811;0100;12;;;
200811;0200;12;;;
200811;0300;8;;;
200811;0400;10;;;
200811;0500;7;;;
200811;0600;11;;;
200811;0700;19;;;
200811;0800;46;;;
200811;0900;23;;;
200811;1000;18;;;
200811;1100;18;;;
200811;1200;23;;;
200811;1300;15;;;
200811;1400;17;;;
200811;1500;21;;;
200811;1600;21;;;
200811;1700;33;;;
200811;1800;34;;;
200811;1900;46;;;
200811;2000;36;;;
200811;2100;44;;;
200811;2200;13;;;
200811;2300;14;;;
200812;0000;8;;;
200812;0100;7;;;
200812;0200;7;;;
200812;0300;4;;;
200812;0400;4;;;
200812;0500;1;;;
200812;0600;1;;;
200812;0700;3;;;
200812;0800;14;;;
200812;0900;22;;;
200812;1000;21;;;
200812;1100;16;;;
200812;1200;7;;;
200812;1300;20;;;
200812;1400;19;;;
200812;1500;21;;;
200812;1600;;;;
200812;1700;;;;
200812;1800;;;;
200812;1900;;;;
200812;2000;34;;;
200812;2100;29;;;
200812;2200;20;;;
200812;2300;16;;;
200813;0000;17;;;
200813;0100;2;;;
200813;0200;5;;;
200813;0300;14;;;
200813;0400;14;;;
200813;0500;8;;;
200813;0600;16;;;
200813;0700;12;;;
200813;0800;22;;;
200813;0900;63;;;
200813;1000;22;;;
200813;1100;23;;;
200813;1200;21;;;
200813;1300;20;;;
200813;1400;23;;;
200813;1500;27;;;
200813;1600;37;;;
200813;1700;49;;;
200813;1800;85;;;
200813;1900;53;;;
200813;2000;85;;;
200813;2100;69;;;
200813;2200;66;;;
200813;2300;22;;;
200814;0000;33;;;
200814;0100;19;;;
200814;0200;18;;;
200814;0300;18;;;
200814;0400;5;;;
200814;0500;5;;;
200814;0600;3;;;
200814;0700;12;;;
200814;0800;15;;;
200814;0900;17;;;
200814;1000;14;;;
200814;1100;26;;;
200814;1200;42;;;
200814;1300;50;;;
200814;1400;95;;;
200814;1500;25;;;
200814;1600;26;;;
200814;1700;52;;;
200814;1800;56;;;
200814;1900;31;;;
200814;2000;40;;;
200814;2100;42;;;
200814;2200;25;;;
200814;2300;21;;;
200815;0000;13;;;
200815;0100;12;;;
200815;0200;14;;;
200815;0300;10;;;
200815;0400;7;;;
200815;0500;7;;;
200815;0600;21;;;
200815;0700;23;;;
200815;0800;28;;;
200815;0900;8;;;
200815;1000;14;;;
200815;1100;16;;;
200815;1200;25;;;
200815;1300;22;;;
200815;1400;16;;;
200815;1500;14;;;
200815;1600;16;;;
200815;1700;20;;;
200815;1800;25;;;
200815;1900;50;;;
200815;2000;10;;;
200815;2100;23;;;
200815;2200;18;;;
200815;2300;6;;;
200816;0000;9;;;
200816;0100;5;;;
200816;0200;5;;;
200816;0300;5;;;
200816;0400;8;;;
200816;0500;6;;;
200816;0600;2;;;
200816;0700;5;;;
200816;0800;13;;;
200816;0900;10;;;
200816;1000;19;;;
200816;1100;16;;;
200816;1200;21;;;
200816;1300;18;;;
200816;1400;20;;;
200816;1500;21;;;
200816;1600;26;;;
200816;1700;26;;;
200816;1800;31;;;
200816;1900;36;;;
200816;2000;39;;;
200816;2100;24;;;
200816;2200;14;;;
200816;2300;11;;;
200817;0000;10;;;
200817;0100;11;;;
200817;0200;8;;;
200817;0300;4;;;
200817;0400;3;;;
200817;0500;2;;;
200817;0600;1;;;
200817;0700;3;;;
200817;0800;8;;;
200817;0900;18;;;
200817;1000;10;;;
200817;1100;13;;;
200817;1200;;;;
200817;1300;;;;
200817;1400;;;;
200817;1500;15;;;
200817;1600;16;;;
200817;1700;36;;;
200817;1800;57;;;
200817;1900;54;;;
200817;2000;54;;;
200817;2100;48;;;
200817;2200;59;;;
200817;2300;35;;;
200818;0000;11;;;
200818;0100;10;;;
200818;0200;8;;;
200818;0300;9;;;
200818;0400;13;;;
200818;0500;7;;;
200818;0600;56;;;
200818;0700;76;;;
200818;0800;119;;;
200818;0900;45;;;
200818;1000;28;;;
200818;1100;16;;;
200818;1200;10;;;
200818;1300;15;;;
200818;1400;32;;;
200818;1500;22;;;
200818;1600;27;;;
200818;1700;63;;;
200818;1800;81;;;
200818;1900;75;;;
200818;2000;117;;;
200818;2100;206;;;
200818;2200;240;;;
200818;2300;517;;;
200819;0000;454;;;
200819;0100;175;;;
200819;0200;86;;;
200819;0300;38;;;
200819;0400;43;;;
200819;0500;7;;;
200819;0600;8;;;
200819;0700;33;;;
200819;0800;57;;;
200819;0900;47;;;
200819;1000;16;;;
200819;1100;17;;;
200819;1200;18;;;
200819;1300;21;;;
200819;1400;19;;;
200819;1500;24;;;
200819;1600;13;;;
200819;1700;26;;;
200819;1800;51;;;
200819;1900;62;;;
200819;2000;68;;;
200819;2100;29;;;
200819;2200;44;;;
200819;2300;30;;;
200820;0000;19;;;
200820;0100;18;;;
200820;0200;15;;;
200820;0300;10;;;
200820;0400;5;;;
200820;0500;6;;;
200820;0600;2;;;
200820;0700;5;;;
200820;0800;11;;;
200820;0900;12;;;
200820;1000;14;;;
200820;1100;12;;;
200820;1200;17;;;
200820;1300;8;;;
200820;1400;19;;;
200820;1500;14;;;
200820;1600;13;;;
200820;1700;15;;;
200820;1800;28;;;
200820;1900;35;;;
200820;2000;30;;;
200820;2100;29;;;
200820;2200;21;;;
200820;2300;21;;;
200821;0000;26;;;
200821;0100;7;;;
200821;0200;34;;;
200821;0300;43;;;
200821;0400;18;;;
200821;0500;8;;;
200821;0600;21;;;
200821;0700;9;;;
200821;0800;15;;;
200821;0900;13;;;
200821;1000;15;;;
200821;1100;18;;;
200821;1200;13;;;
200821;1300;9;;;
200821;1400;10;;;
200821;1500;11;;;
200821;1600;15;;;
200821;1700;23;;;
200821;1800;43;;;
200821;1900;54;;;
200821;2000;37;;;
200821;2100;46;;;
200821;2200;31;;;
200821;2300;24;;;
200822;0000;17;;;
200822;0100;13;;;
200822;0200;7;;;
200822;0300;14;;;
200822;0400;6;;;
200822;0500;1;;;
200822;0600;1;;;
200822;0700;4;;;
200822;0800;16;;;
200822;0900;21;;;
200822;1000;17;;;
200822;1100;34;;;
200822;1200;22;;;
200822;1300;7;;;
200822;1400;16;;;
200822;1500;11;;;
200822;1600;10;;;
200822;1700;15;;;
200822;1800;36;;;
200822;1900;20;;;
200822;2000;20;;;
200822;2100;22;;;
200822;2200;59;;;
200822;2300;60;;;
200823;0000;30;;;
200823;0100;47;;;
200823;0200;33;;;
200823;0300;38;;;
200823;0400;2;;;
200823;0500;3;;;
200823;0600;1;;;
200823;0700;4;;;
200823;0800;14;;;
200823;0900;10;;;
200823;1000;33;;;
200823;1100;31;;;
200823;1200;52;;;
200823;1300;28;;;
200823;1400;23;;;
200823;1500;20;;;
200823;1600;22;;;
200823;1700;29;;;
200823;1800;31;;;
200823;1900;35;;;
200823;2000;34;;;
200823;2100;63;;;
200823;2200;28;;;
200823;2300;33;;;
200824;0000;21;;;
200824;0100;32;;;
200824;0200;50;;;
200824;0300;36;;;
200824;0400;5;;;
200824;0500;17;;;
200824;0600;29;;;
200824;0700;35;;;
200824;0800;77;;;
200824;0900;56;;;
200824;1000;36;;;
200824;1100;34;;;
200824;1200;50;;;
200824;1300;27;;;
200824;1400;58;;;
200824;1500;67;;;
200824;1600;53;;;
200824;1700;59;;;
200824;1800;57;;;
200824;1900;44;;;
200824;2000;57;;;
200824;2100;36;;;
200824;2200;109;;;
200824;2300;65;;;
200825;0000;59;;;
200825;0100;24;;;
200825;0200;15;;;
200825;0300;12;;;
200825;0400;19;;;
200825;0500;12;;;
200825;0600;15;;;
200825;0700;31;;;
200825;0800;46;;;
200825;0900;54;;;
200825;1000;60;;;
200825;1100;48;;;
200825;1200;27;;;
200825;1300;38;;;
200825;1400;34;;;
200825;1500;18;;;
200825;1600;57;;;
200825;1700;29;;;
200825;1800;101;;;
200825;1900;130;;;
200825;2000;68;;;
200825;2100;135;;;
200825;2200;133;;;
200825;2300;135;;;
200826;0000;146;;;
200826;0100;126;;;
200826;0200;35;;;
200826;0300;17;;;
200826;0400;37;;;
200826;0500;15;;;
200826;0600;37;;;
200826;0700;67;;;
200826;0800;108;;;
200826;0900;27;;;
200826;1000;18;;;
200826;1100;20;;;
200826;1200;20;;;
200826;1300;27;;;
200826;1400;22;;;
200826;1500;32;;;
200826;1600;33;;;
200826;1700;33;;;
200826;1800;121;;;
200826;1900;52;;;
200826;2000;39;;;
200826;2100;42;;;
200826;2200;52;;;
200826;2300;51;;;
200827;0000;24;;;
200827;0100;1;;;
200827;0200;12;;;
200827;0300;9;;;
200827;0400;5;;;
200827;0500;17;;;
200827;0600;2;;;
200827;0700;2;;;
200827;0800;19;;;
200827;0900;21;;;
200827;1000;51;;;
200827;1100;36;;;
200827;1200;28;;;
200827;1300;17;;;
200827;1400;19;;;
200827;1500;36;;;
200827;1600;46;;;
200827;1700;48;;;
200827;1800;44;;;
200827;1900;54;;;
200827;2000;25;;;
200827;2100;35;;;
200827;2200;93;;;
200827;2300;56;;;
200828;0000;43;;;
200828;0100;12;;;
200828;0200;9;;;
200828;0300;5;;;
200828;0400;2;;;
200828;0500;1;;;
200828;0600;1;;;
200828;0700;16;;;
200828;0800;21;;;
200828;0900;25;;;
200828;1000;12;;;
200828;1100;37;;;
200828;1200;25;;;
200828;1300;22;;;
200828;1400;20;;;
200828;1500;56;;;
200828;1600;38;;;
200828;1700;30;;;
200828;1800;68;;;
200828;1900;66;;;
200828;2000;56;;;
200828;2100;81;;;
200828;2200;211;;;
200828;2300;79;;;
200829;0000;45;;;
200829;0100;13;;;
200829;0200;10;;;
200829;0300;12;;;
200829;0400;6;;;
200829;0500;1;;;
200829;0600;3;;;
200829;0700;7;;;
200829;0800;25;;;
200829;0900;18;;;
200829;1000;15;;;
200829;1100;20;;;
200829;1200;19;;;
200829;1300;18;;;
200829;1400;11;;;
200829;1500;19;;;
200829;1600;26;;;
200829;1700;18;;;
200829;1800;27;;;
200829;1900;42;;;
200829;2000;33;;;
200829;2100;25;;;
200829;2200;13;;;
200829;2300;13;;;
200830;0000;12;;;
200830;0100;8;;;
200830;0200;8;;;
200830;0300;6;;;
200830;0400;3;;;
200830;0500;3;;;
200830;0600;1;;;
200830;0700;1;;;
200830;0800;5;;;
200830;0900;6;;;
200830;1000;21;;;
200830;1100;12;;;
200830;1200;13;;;
200830;1300;12;;;
200830;1400;13;;;
200830;1500;15;;;
200830;1600;15;;;
200830;1700;16;;;
200830;1800;109;;;
200830;1900;68;;;
200830;2000;66;;;
200830;2100;141;;;
200830;2200;52;;;
200830;2300;30;;;
200831;0000;32;;;
200831;0100;56;;;
200831;0200;70;;;
200831;0300;19;;;
200831;0400;69;;;
200831;0500;73;;;
200831;0600;60;;;
200831;0700;77;;;
200831;0800;66;;;
200831;0900;123;;;
200831;1000;57;;;
200831;1100;33;;;
200831;1200;25;;;
200831;1300;22;;;
200831;1400;12;;;
200831;1500;21;;;
200831;1600;21;;;
200831;1700;43;;;
200831;1800;112;;;
200831;1900;115;;;
200831;2000;301;;;
200831;2100;390;;;
200831;2200;519;;;
200831;2300;461;;;
200901;0000;72;;;
200901;0100;196;;;
200901;0200;106;;;
200901;0300;169;;;
200901;0400;112;;;
200901;0500;95;;;
200901;0600;115;;;
200901;0700;175;;;
200901;0800;209;;;
200901;0900;117;;;
200901;1000;46;;;
200901;1100;36;;;
200901;1200;17;;;
200901;1300;13;;;
200901;1400;11;;;
200901;1500;15;;;
200901;1600;19;;;
200901;1700;21;;;
200901;1800;135;;;
200901;1900;193;;;
200901;2000;174;;;
200901;2100;341;;;
200901;2200;161;;;
200901;2300;134;;;
200902;0000;80;;;
200902;0100;127;;;
200902;0200;106;;;
200902;0300;;;;
200902;0400;;;;
200902;0500;;;;
200902;0600;;;;
200902;0700;;;;
200902;0800;;;;
200902;0900;;;;
200902;1000;;;;
200902;1100;;;;
200902;1200;;;;
200902;1300;;;;
200902;1400;;;;
200902;1500;;;;
200902;1600;;;;
200902;1700;;;;
200902;1800;;;;
200902;1900;;;;
200902;2000;;;;
200902;2100;;;;
200902;2200;;;;
200902;2300;;;;
200903;0000;;;;
200903;0100;;;;
200903;0200;;;;
200903;0300;;;;
200903;0400;;;;
200903;0500;;;;
200903;0600;;;;
200903;0700;;;;
200903;0800;;;;
200903;0900;;;;
200903;1000;;;;
200903;1100;;;;
200903;1200;;;;
200903;1300;;;;
200903;1400;;;;
200903;1500;;;;
200903;1600;14;;;
200903;1700;33;;;
200903;1800;26;;;
200903;1900;33;;;
200903;2000;34;;;
200903;2100;22;;;
200903;2200;16;;;
200903;2300;4;;;
200904;0000;4;;;
200904;0100;4;;;
200904;0200;2;;;
200904;0300;12;;;
200904;0400;7;;;
200904;0500;57;;;
200904;0600;29;;;
200904;0700;35;;;
200904;0800;20;;;
200904;0900;20;;;
200904;1000;4;;;
200904;1100;3;;;
200904;1200;4;;;
200904;1300;3;;;
200904;1400;4;;;
200904;1500;8;;;
200904;1600;23;;;
200904;1700;19;;;
200904;1800;63;;;
200904;1900;60;;;
200904;2000;56;;;
200904;2100;167;;;
200904;2200;189;;;
200904;2300;72;;;
200905;0000;100;;;
200905;0100;120;;;
200905;0200;65;;;
200905;0300;74;;;
200905;0400;97;;;
200905;0500;77;;;
200905;0600;48;;;
200905;0700;49;;;
200905;0800;171;;;
200905;0900;77;;;
200905;1000;47;;;
200905;1100;29;;;
200905;1200;25;;;
200905;1300;26;;;
200905;1400;15;;;
200905;1500;11;;;
200905;1600;9;;;
200905;1700;19;;;
200905;1800;30;;;
200905;1900;36;;;
200905;2000;28;;;
200905;2100;18;;;
200905;2200;23;;;
200905;2300;21;;;
200906;0000;22;;;
200906;0100;42;;;
200906;0200;30;;;
200906;0300;26;;;
200906;0400;49;;;
200906;0500;35;;;
200906;0600;45;;;
200906;0700;32;;;
200906;0800;29;;;
200906;0900;23;;;
200906;1000;22;;;
200906;1100;15;;;
200906;1200;6;;;
200906;1300;9;;;
200906;1400;6;;;
200906;1500;5;;;
200906;1600;5;;;
200906;1700;22;;;
200906;1800;78;;;
200906;1900;215;;;
200906;2000;251;;;
200906;2100;269;;;
200906;2200;245;;;
200906;2300;129;;;
200907;0000;61;;;
200907;0100;70;;;
200907;0200;132;;;
200907;0300;80;;;
200907;0400;48;;;
200907;0500;68;;;
200907;0600;122;;;
200907;0700;196;;;
200907;0800;155;;;
200907;0900;66;;;
200907;1000;81;;;
200907;1100;113;;;
200907;1200;28;;;
200907;1300;11;;;
200907;1400;9;;;
200907;1500;10;;;
200907;1600;21;;;
200907;1700;26;;;
200907;1800;88;;;
200907;1900;63;;;
200907;2000;41;;;
200907;2100;41;;;
200907;2200;96;;;
200907;2300;43;;;
200908;0000;20;;;
200908;0100;63;;;
200908;0200;38;;;
200908;0300;18;;;
200908;0400;3;;;
200908;0500;11;;;
200908;0600;9;;;
200908;0700;21;;;
200908;0800;39;;;
200908;0900;28;;;
200908;1000;28;;;
200908;1100;15;;;
200908;1200;;;81;
200908;1300;;;;
200908;1400;;;;
200908;1500;11;;;
200908;1600;17;;;
200908;1700;35;;;
200908;1800;;;;
200908;1900;;;;
200908;2000;;;;
200908;2100;;;;
200908;2200;;;;
200908;2300;;;;
200909;0000;;;;
200909;0100;;;;
200909;0200;;;;
200909;0300;;;;
200909;0400;;;;
200909;0500;;;;
200909;0600;;;;
200909;0700;;;;
200909;0800;;;;
200909;0900;19;;;
200909;1000;23;;;
200909;1100;7;;;
200909;1200;6;;;
200909;1300;10;;;
200909;1400;10;;;
200909;1500;21;;;
200909;1600;23;;;
200909;1700;52;;;
200909;1800;110;;;
200909;1900;146;;;
200909;2000;83;;;
200909;2100;82;;;
200909;2200;100;;;
200909;2300;27;;;
200910;0000;11;;;
200910;0100;16;;;
200910;0200;13;;;
200910;0300;7;;;
200910;0400;5;;;
200910;0500;9;;;
200910;0600;25;;;
200910;0700;53;;;
200910;0800;48;;;
200910;0900;50;;;
200910;1000;33;;;
200910;1100;15;;;
200910;1200;16;;;
200910;1300;15;;;
200910;1400;21;;;
200910;1500;17;;;
200910;1600;30;;;
200910;1700;27;;;
200910;1800;31;;;
200910;1900;46;;;
200910;2000;86;;;
200910;2100;61;;;
200910;2200;44;;;
200910;2300;20;;;
200911;0000;29;;;
200911;0100;14;;;
200911;0200;10;;;
200911;0300;6;;;
200911;0400;6;;;
200911;0500;20;;;
200911;0600;20;;;
200911;0700;21;;;
200911;0800;65;;;
200911;0900;17;;;
200911;1000;16;;;
200911;1100;17;;;
200911;1200;25;;;
200911;1300;8;;;
200911;1400;22;;;
200911;1500;17;;;
200911;1600;43;;;
200911;1700;24;;;
200911;1800;33;;;
200911;1900;33;;;
200911;2000;45;;;
200911;2100;29;;;
200911;2200;19;;;
200911;2300;18;;;
200912;0000;14;;;
200912;0100;7;;;
200912;0200;3;;;
200912;0300;5;;;
200912;0400;28;;;
200912;0500;7;;;
200912;0600;18;;;
200912;0700;35;;;
200912;0800;31;;;
200912;0900;15;;;
200912;1000;25;;;
200912;1100;14;;;
200912;1200;28;;;
200912;1300;16;;;
200912;1400;14;;;
200912;1500;12;;;
200912;1600;28;;;
200912;1700;21;;;
200912;1800;33;;;
200912;1900;47;;;
200912;2000;59;;;
200912;2100;73;;;
200912;2200;24;;;
200912;2300;15;;;
200913;0000;16;;;
200913;0100;30;;;
200913;0200;22;;;
200913;0300;18;;;
200913;0400;13;;;
200913;0500;8;;;
200913;0600;4;;;
200913;0700;5;;;
200913;0800;11;;;
200913;0900;10;;;
200913;1000;13;;;
200913;1100;26;;;
200913;1200;19;;;
200913;1300;19;;;
200913;1400;18;;;
200913;1500;14;;;
200913;1600;21;;;
200913;1700;21;;;
200913;1800;34;;;
200913;1900;46;;;
200913;2000;18;;;
200913;2100;50;;;
200913;2200;23;;;
200913;2300;26;;;
200914;0000;11;;;
200914;0100;7;;;
200914;0200;3;;;
200914;0300;1;;;
200914;0400;1;;;
200914;0500;1;;;
200914;0600;18;;;
200914;0700;19;;;
200914;0800;10;;;
200914;0900;7;;;
200914;1000;14;;;
200914;1100;9;;;
200914;1200;13;;;
200914;1300;23;;;
200914;1400;25;;;
200914;1500;17;;;
200914;1600;24;;;
200914;1700;22;;;
200914;1800;28;;;
200914;1900;21;;;
200914;2000;16;;;
200914;2100;17;;;
200914;2200;14;;;
200914;2300;10;;;
200915;0000;5;;;
200915;0100;3;;;
200915;0200;1;;;
200915;0300;1;;;
200915;0400;3;;;
200915;0500;4;;;
200915;0600;5;;;
200915;0700;30;;;
200915;0800;24;;;
200915;0900;32;;;
200915;1000;25;;;
200915;1100;18;;;
200915;1200;15;;;
200915;1300;10;;;
200915;1400;12;;;
200915;1500;7;;;
200915;1600;9;;;
200915;1700;13;;;
200915;1800;43;;;
200915;1900;88;;;
200915;2000;67;;;
200915;2100;222;;;
200915;2200;96;;;
200915;2300;64;;;
200916;0000;66;;;
200916;0100;76;;;
200916;0200;50;;;
200916;0300;63;;;
200916;0400;36;;;
200916;0500;21;;;
200916;0600;48;;;
200916;0700;49;;;
200916;0800;26;;;
200916;0900;16;;;
200916;1000;15;;;
200916;1100;21;;;
200916;1200;53;;;
200916;1300;33;;;
200916;1400;52;;;
200916;1500;30;;;
200916;1600;62;;;
200916;1700;74;;;
200916;1800;40;;;
200916;1900;43;;;
200916;2000;25;;;
200916;2100;15;;;
200916;2200;9;;;
200916;2300;5;;;
200917;0000;5;;;
200917;0100;2;;;
200917;0200;1;;;
200917;0300;1;;;
200917;0400;2;;;
200917;0500;2;;;
200917;0600;4;;;
200917;0700;13;;;
200917;0800;19;;;
200917;0900;21;;;
200917;1000;31;;;
200917;1100;20;;;
200917;1200;25;;;
200917;1300;14;;;
200917;1400;17;;;
200917;1500;26;;;
200917;1600;20;;;
200917;1700;21;;;
200917;1800;21;;;
200917;1900;24;;;
200917;2000;30;;;
200917;2100;25;;;
200917;2200;16;;;
200917;2300;20;;;
200918;0000;7;;;
200918;0100;9;;;
200918;0200;7;;;
200918;0300;7;;;
200918;0400;5;;;
200918;0500;3;;;
200918;0600;1;;;
200918;0700;26;;;
200918;0800;18;;;
200918;0900;24;;;
200918;1000;31;;;
200918;1100;29;;;
200918;1200;16;;;
200918;1300;15;;;
200918;1400;17;;;
200918;1500;47;;;
200918;1600;18;;;
200918;1700;31;;;
200918;1800;32;;;
200918;1900;26;;;
200918;2000;37;;;
200918;2100;58;;;
200918;2200;33;;;
200918;2300;50;;;
200919;0000;59;;;
200919;0100;16;;;
200919;0200;75;;;
200919;0300;37;;;
200919;0400;30;;;
200919;0500;14;;;
200919;0600;22;;;
200919;0700;17;;;
200919;0800;35;;;
200919;0900;12;;;
200919;1000;14;;;
200919;1100;12;;;
200919;1200;21;;;
200919;1300;10;;;
200919;1400;7;;;
200919;1500;9;;;
200919;1600;11;;;
200919;1700;11;;;
200919;1800;25;;;
200919;1900;134;;;
200919;2000;36;;;
200919;2100;22;;;
200919;2200;36;;;
200919;2300;43;;;
200920;0000;46;;;
200920;0100;48;;;
200920;0200;57;;;
200920;0300;32;;;
200920;0400;24;;;
200920;0500;32;;;
200920;0600;59;;;
200920;0700;68;;;
200920;0800;45;;;
200920;0900;14;;;
200920;1000;28;;;
200920;1100;14;;;
200920;1200;16;;;
200920;1300;9;;;
200920;1400;10;;;
200920;1500;8;;;
200920;1600;11;;;
200920;1700;20;;;
200920;1800;84;;;
200920;1900;137;;;
200920;2000;160;;;
200920;2100;188;;;
200920;2200;154;;;
200920;2300;133;;;
200921;0000;50;;;
200921;0100;34;;;
200921;0200;44;;;
200921;0300;29;;;
200921;0400;24;;;
200921;0500;29;;;
200921;0600;114;;;
200921;0700;255;;;
200921;0800;29;;;
200921;0900;21;;;
200921;1000;11;;;
200921;1100;7;;;
200921;1200;21;;;
200921;1300;19;;;
200921;1400;12;;;
200921;1500;38;;;
200921;1600;14;;;
200921;1700;30;;;
200921;1800;42;;;
200921;1900;31;;;
200921;2000;15;;;
200921;2100;34;;;
200921;2200;22;;;
200921;2300;13;;;
200922;0000;7;;;
200922;0100;7;;;
200922;0200;6;;;
200922;0300;5;;;
200922;0400;4;;;
200922;0500;2;;;
200922;0600;7;;;
200922;0700;15;;;
200922;0800;10;;;
200922;0900;9;;;
200922;1000;18;;;
200922;1100;21;;;
200922;1200;16;;;
200922;1300;8;;;
200922;1400;18;;;
200922;1500;10;;;
200922;1600;22;;;
200922;1700;19;;;
200922;1800;27;;;
200922;1900;54;;;
